,population,city,country,latitude,longitude
3110,131250,Yenakiieve,Ukraine,48.2259,38.203245
3111,131224,Sterling Heights,USA,42.5812,-83.0303
3112,131187,Shinyanga,Tanzania,-3.68,33.41
3113,131150,Torbat-e-heydariyeh,Iran,35.274682,59.221546
3114,131067,Sabhar,Bangladesh,23.844167,90.251111
3115,131024,Dąbrowa Górnicza,Poland,50.32169,19.194913
3116,131016,Valle de la Pascua,Venezuela,9.221718,-65.979481
3117,131014,Abbottabad,Pakistan,34.16875,73.221498
3118,131000,Uromi,Nigeria,"6,740","6,305"
3119,130992,Ferrara,Italy,44.838124,11.619787
3120,130960,Enschede,Netherlands,52.221537,6.893662
3121,130946,Larissa,Greece,39.639022,22.419125
3122,130820,Cartago,Colombia,4.750284,-75.915379
3123,130790,Daska,Pakistan,32.333333,74.35
3124,130660,New Haven,USA,41.3108,-72.925
3125,130517,Ninh Bình,Vietnam,20.212997,105.92299
3126,130295,Toledo,Brazil,-24.685556,-53.697777
3127,130288,Miramar,USA,25.977,-80.3358
3128,130271,Praia,Cabo Verde,"14,919","-23,515"
3129,130255,Otaru,Japan,43.197642,140.993731
3130,130035,Manzanillo,Mexico,19.050536,-104.309464
3131,130026,Kadoma,Japan,34.738723,135.573194
3132,129981,San Carlos,Philippines,10.44781,123.264201
3133,129922,Guasdualito,Venezuela,7.246667,-70.729167
3134,129883,Sinnar al-Madina,Sudan,13.6,33.58
3135,129706,Epworth,Zimbabwe,-17.889444,31.161389
3136,129667,Embu,Kenya,-0.54,37.49
3137,129646,Gazipur,Bangladesh,23.9980797,90.4229848
3138,129637,Fujieda,Japan,34.870106,138.253839
3139,129580,Uruguaiana,Brazil,-29.761951,-57.091362
3140,129522,Zaraza,Venezuela,9.35076,-65.326122
3141,129509,Santa Lucía,Venezuela,6.25952,-75.57358
3142,129424,San Jose,Philippines,15.783333,121
3143,129418,Khoramshahr,Iran,30.425622,48.189118
3144,129388,Aizuwakamatsu,Japan,37.507888,139.93032
3145,129361,Pakpattan,Pakistan,30.345,73.385
3146,129301,Fusagasugá,Colombia,4.31207,-74.35759
3147,129273,Palopo,Indonesia,-2.975716,120.135835
3148,129265,Apucarana,Brazil,-23.525334,-51.444726
3149,129246,Ciudad Delgado,El Salvador,13.756479,-89.165838
3150,129245,Bat Yam,Israel,32.013186,34.748019
3151,129242,Ji-Paraná,Brazil,-10.888287,-61.929111
3152,129201,Prabumulih,Indonesia,-3.432266,104.239594
3153,129194,Karatsu,Japan,33.446216,129.967711
3154,129194,Naogaon,Bangladesh,24.8080915,88.9452389
3155,129161,Cametá,Brazil,-2.247948,-49.498276
3156,129136,Ingolstadt,Germany,48.7630165,11.4250395
3157,129118,Düzce,Turkey,40.843849,31.15654
3158,129075,Šiauliai,Lithuania,55.934909,23.313682
3159,129030,Waco,USA,31.5601,-97.186
3160,129011,Zacatecas,Mexico,22.774306,-102.587374
3161,128956,Misato,Japan,35.841206,139.884676
3162,128930,Unaiza,Saudi-Arabia,26.086286,43.985944
3163,128927,Bahawalnagar,Pakistan,30,73.25
3164,128848,Bern,Switzerland,46.947922,7.444608
3165,128831,Songrim,Democratic People's Republic of Korea,38.7542,125.645
3166,128812,Tando Adam,Pakistan,25.75199,68.641861
3167,128757,Angren,Uzbekistan,41.016667,70.133333
3168,128750,Körfez,Turkey,40.762527,29.777346
3169,128731,Thousand Oaks,USA,34.1933,-118.8742
3170,128686,Opole,Poland,50.675107,17.921298
3171,128506,Gagnoa,Côte d'Ivoire,"6,137","-5,957"
3172,128503,Cagua,Venezuela,10.183056,-67.45
3173,128458,Pollachi,India,10.657274,77.010669
3174,128429,Cedar Rapids,USA,41.967,-91.6778
3175,128421,Okinawa,Japan,26.334427,127.805583
3176,128400,Győr,Hungary,47.687457,17.650397
3177,128369,Stavanger,Norway,58.969976,5.733107
3178,128358,Cam Ranh,Vietnam,11.913611,109.136944
3179,128357,Táriba,Venezuela,7.81935,-72.223881
3180,128273,Ōshū,Japan,39.144454,141.139234
3181,128201,Wałbrzych,Poland,50.784009,16.284355
3182,128130,Khanna,India,30.697852,76.211229
3183,128108,Neemuch,India,24.45,74.87
3184,127999,Charleston,USA,32.8179,-79.9589
3185,127982,Hawalli,Kuwait,29.333,48.029
3186,127953,Płock,Poland,52.546345,19.706536
3187,127931,Palwal,India,28.148736,77.332026
3188,127892,Kruševac,Serbia,43.575755,21.331051
3189,127857,Khairpur,Pakistan,27.489581,68.761701
3190,127763,Visalia,USA,36.3272,-119.3234
3191,127757,Minoh,Japan,34.826997,135.470483
3192,127757,Jīmma,Ethiopia,7.68,36.85
3193,127732,Elbląg,Poland,54.156061,19.40449
3194,127726,Kirishima,Japan,31.91706,130.880043
3195,127679,Topeka,USA,39.0362,-95.6948
3196,127661,Araras,Brazil,-22.373143,-47.371249
3197,127657,Crato,Brazil,-7.232455,-39.410106
3198,127582,Zama,Japan,35.488937,139.390955
3199,127569,Metro,Indonesia,-5.116667,105.3
3200,127558,Elizabeth,USA,40.6663,-74.1935
3201,127500,Dunedin,New Zealand,-45.87876,170.502798
3202,127488,Gainesville,USA,29.6788,-82.3459
3203,127474,Ōmuta,Japan,33.030218,130.446182
3204,127359,Thornton,USA,39.918,-104.9454
3205,127345,Beppu,Japan,33.267021,131.448867
3206,127226,Facatativá,Colombia,4.86836,-74.33927
3207,127174,Siirt,Turkey,37.935547,41.936827
3208,127173,Yasothon,Thailand,15.792641,104.145283
3209,127171,Rio das Ostras,Brazil,-22.517878,-41.947912
3210,127125,Palanpur,India,24.174051,72.433099
3211,127056,Nonsan,Republic of Korea,36.187066,127.098745
3212,127035,Roseville,USA,38.7657,-121.3032
3213,126902,Asaka,Japan,35.797199,139.593941
3214,126884,Cherkessk,Russia,44.216667,42.05
3215,126874,Nkongsamba,Cameroon,4.96,9.93
3216,126817,Sinop,Brazil,-11.869609,-55.502727
3217,126811,Andimeshk,Iran,32.439871,48.354233
3218,126810,Bắc Giang,Vietnam,21.301495,106.62913
3219,126729,Serpukhov,Russia,54.917956,37.422996
3220,126700,Carrollton,USA,32.9884,-96.8998
3221,126631,Ituzaingó,Argentina,-34.657024,-58.675398
3222,126604,Coral Springs,USA,26.2708,-80.2593
3223,126574,Zubair,Iraq,30.383333,47.7
3224,126507,"Veracruz, Boca del Río Municipality",Mexico,19.173773,-96.134224
3225,126479,Guntakal,India,15.167409,77.373624
3226,126460,Trois-Rivières,Canada,46.34324,-72.543283
3227,126456,Stamford,USA,41.0799,-73.546
3228,126276,Slough,United Kingdom,51.510538,-0.595041
3229,126181,Simi Valley,USA,34.2669,-118.7485
3230,126143,Mati,Philippines,6.943763,126.246748
3231,126105,Cubatão,Brazil,-23.885171,-46.420483
3232,126092,Kati,Mali,"12,735","-8,062"
3233,126035,Ebina,Japan,35.454247,139.389353
3234,126000,Mihtarlam,Afghanistan,34.674256,70.211068
3235,125962,Pococi,Costa Rica,10.423088,-83.719914
3236,125880,Concord,USA,37.9722,-122.0016
3237,125847,Daitō,Japan,34.702897,135.614625
3238,125808,Pinhais,Brazil,-25.426151,-49.183877
3239,125800,Batumi,Georgia,41.638611,41.637222
3240,125787,Krasnogorsk,Russia,55.833333,37.316667
3241,125787,Gorzów Wielkopolski,Poland,52.732529,15.23693
3242,125610,Mogok,Myanmar,"22,93","96,51"
3243,125528,Nefteyugansk,Russia,61.098064,72.581647
3244,125528,Nabadwip,India,23.403645,88.367639
3245,125451,Urdaneta,Philippines,15.975803,120.570693
3246,125447,Kidapawan,Philippines,7.010607,125.091134
3247,125408,San Nicolás de los Arroyos,Argentina,-33.333333,-60.216667
3248,125353,Santa Cruz do Sul,Brazil,-29.870786,-51.179231
3249,125350,Udupi,India,13.337115,74.746596
3250,125345,Jagdalpur,India,19.07,82.03
3251,125300,Napier-Hastings,New Zealand,-39.492844,176.912018
3252,125274,Matsubara,Japan,34.577848,135.551806
3253,125246,Cachoeirinha,Brazil,-29.904794,-51.072884
3254,125183,Motihari,India,26.65,84.916667
3255,125178,Chishtian,Pakistan,29.796406,72.864638
3256,125083,Tabaco,Philippines,13.324096,123.645139
3257,125017,Hartford,USA,41.766,-72.6833
3258,125000,Bwari,Nigeria,"9,278","7,371"
3259,124892,KiryuKiryū,Japan,36.390668,139.060406
3260,124773,Narita,Japan,35.785054,140.322111
3261,124698,Würzburg,Germany,49.7780356,9.94348042365
3262,124679,Kraljevo,Serbia,43.723848,20.687254
3263,124679,Kashihara,Japan,34.509436,135.792651
3264,124650,Mocuba,Mozambique,-16.85,36.983333
3265,124644,Ciudad Valles,Mexico,22.15647,-100.985541
3266,124623,Guadalupe,Mexico,25.725176,-100.184465
3267,124557,Balneário Camboriú,Brazil,-26.991402,-48.631234
3268,124550,Amersfoort,Netherlands,52.156111,5.387827
3269,124435,Kent,USA,47.3853,-122.2169
3270,124370,Conselheiro Lafaiete,Brazil,-20.690251,-43.797622
3271,124359,Gongju,Republic of Korea,36.446535,127.119153
3272,124323,Marand,Iran,38.425117,45.769636
3273,124316,Resende,Brazil,-22.370795,-44.503352
3274,124291,Kitami,Japan,43.804065,143.895865
3275,124288,Novocheboksarsk,Russia,56.103603,47.506507
3276,124276,Lafayette,USA,30.2116,-92.0314
3277,124245,Pilibhit,India,28.63,79.8
3278,124173,Calapan,Philippines,13.377094,121.164571
3279,124098,Rudni,Kazakhstan,52.971843,63.112833
3280,124003,Krasnyi Luch,Ukraine,48.140955,38.926181
3281,123933,Midland,USA,32.0299,-102.1097
3282,123885,Sunyani,Ghana,"7,333","-2,333"
3283,123825,Santana de Parnaíba,Brazil,-23.442924,-46.924829
3284,123777,Dimapur,India,25.92,93.73
3285,123767,Shahreza,Iran,32.005502,51.857164
3286,123743,Kisarazu,Japan,35.382635,139.933487
3287,123720,Nakhon Phanom,Thailand,17.392039,104.769551
3288,123662,Tam Kỳ,Vietnam,15.549063,108.501068
3289,123657,Siracusa,Italy,37.075474,15.286586
3290,123616,Heredia,Costa Rica,10.473523,-84.016742
3291,123613,Itapipoca,Brazil,-3.492698,-39.60015
3292,123596,Ranong,Thailand,9.95287,98.608464
3293,123546,Surprise,USA,33.6706,-112.4527
3294,123533,Jamalpur,Bangladesh,24.9271193,89.9445529
3295,123512,Kusatsu,Japan,35.015542,135.960483
3296,123484,Mohali,India,30.704649,76.717873
3297,123477,Magangué,Colombia,9.20925,-74.76452
3298,123329,Niihama,Japan,33.947996,133.294341
3299,123293,Ilopango,El Salvador,13.7,-89.116667
3300,123255,Relizane,Algeria,35.733333,0.55
3301,123205,Gloucester,United Kingdom,51.864245,-2.238156
3302,123155,Ichinoseki,Japan,38.934784,141.126755
3303,123114,Punta Arenas,Chile,-53.154478,-70.916476
3304,123099,Denton,USA,33.2151,-97.1417
3305,123081,Miandoab,Iran,36.969444,46.102778
3306,123034,Sano,Japan,36.321145,139.582475
3307,123000,Mubi,Nigeria,"10,270","13,265"
3308,122934,Munchon,Democratic People's Republic of Korea,39.259,127.356
3309,122916,Pancevo,Serbia,44.874,20.647567
3310,122896,Payakumbuh,Indonesia,-0.233333,100.633333
3311,122686,Sakakah,Saudi-Arabia,29.969722,40.2
3312,122668,São Mateus,Brazil,-18.726088,-39.837928
3313,122627,San Pedro Garza García,Mexico,25.657345,-100.40175
3314,122568,Vĩnh Yên,Vietnam,21.305737,105.593045
3315,122545,Murom,Russia,55.566667,42.033333
3316,122508,Zrenjanin,Serbia,45.381561,20.368574
3317,122500,Rustavi,Georgia,41.533333,45
3318,122457,Wolfsburg,Germany,52.4205588,10.7861682
3319,122443,Campo Largo,Brazil,-25.464812,-49.519377
3320,122362,Guelph,Canada,43.544805,-80.248167
3321,122335,Cauayan,Philippines,16.916624,121.787924
3322,122326,Toungoo,Myanmar,"18,95","96,42"
3323,122326,Sadulpur,India,28.635344,75.382024
3324,122307,Rajapalayam,India,11.814668,79.557737
3325,122263,Sejong,Republic of Korea,36.487002,127.282234
3326,122216,Boca Chica,Dominican Republic,18.452935,-69.606561
3327,122205,Tondabayashi,Japan,34.504541,135.601288
3328,122201,Bor,Russia,56.35,44.083333
3329,122154,Umm Qasr,Iraq,30.057839,47.910869
3330,122131,Pabna,Bangladesh,24.005,89.25
3331,122122,Fujinomiya,Japan,35.221418,138.614952
3332,122044,Jaranwala,Pakistan,31.333333,73.416667
3333,122032,Wadi as-Sir,Jordan,31.956578,35.945695
3334,122031,Edfu,Egypt,24.977778,32.873333
3335,122020,Maranguape,Brazil,-3.892449,-38.684752
3336,121992,Dharmavaram,India,14.413745,77.712619
3337,121976,Gyumri (Leninakan),Armenia,40.754709,43.83184
3338,121716,Hội An,Vietnam,15.880058,108.338047
3339,121701,Negombo,Sri Lanka,7.206086,79.87929
3340,121670,Colatina,Brazil,-19.519037,-40.622345
3341,121610,Kashipur,India,29.210423,78.961885
3342,121610,Aalborg,Denmark,57.04882,9.921747
3343,121500,Bagé,Brazil,-31.329474,-54.106713
3344,121486,Hưng Yên,Vietnam,20.852571,106.016997
3345,121479,Uhta,Russia,63.566667,53.7
3346,121470,Naucalpan,Mexico,19.432608,-99.133208
3347,121430,San Juan,Philippines,14.599415,121.036889
3348,121358,Sivakasi,India,9.45,77.8
3349,121350,Phủ Lý,Vietnam,20.536363,105.90683
3350,121341,Orekhovo-Zuevo,Russia,55.8,38.966667
3351,121096,Victorville,USA,34.5277,-117.3536
3352,121049,Pitalito,Colombia,1.78835,-76.05539
3353,121040,Derince,Turkey,40.765511,29.832581
3354,120999,Silay,Philippines,10.752818,123.087562
3355,120982,Butwal,Nepal,27.7,83.45
3356,120960,Watford,United Kingdom,51.656489,-0.39032
3357,120948,Araruama,Brazil,-22.912068,-42.315633
3358,120944,Fresnillo,Mexico,22.770925,-102.583254
3359,120940,Ebetsu,Japan,43.110642,141.55717
3360,120936,Ampang/Ulu Kelang,Malaysia,3.179095,101.773562
3361,120883,Dumaguete,Philippines,9.30684,123.305447
3362,120861,Mariara,Venezuela,10.293611,-67.711111
3363,120844,Orizaba,Mexico,18.843843,-97.100706
3364,120822,Huaraz,Peru,-9.526115,-77.528779
3365,120774,Nikopol,Ukraine,47.56746,34.394815
3366,120750,Dimitrovgrad,Russia,54.226979,49.568457
3367,120738,Metz,France,49.119309,6.175716
3368,120729,Preston,United Kingdom,53.763201,-2.70309
3369,120719,Chía,Colombia,4.85933,-74.02783
3370,120678,Florencio Varela,Argentina,-34.796581,-58.276012
3371,120650,Agualva-Cacém,Portugal,38.770755,-9.291309
3372,120473,Evpatoriya,Ukraine,45.19045,33.366867
3373,120460,Dipolog,Philippines,8.566667,123.333333
3374,120440,Włocławek,Poland,52.64833,19.067736
3375,120414,Darjiling,India,27.036007,88.262675
3376,120398,Talcahuano,Chile,-36.723928,-73.113099
3377,120331,Yaizu,Japan,34.864362,138.315371
3378,120310,Evansville,USA,37.9877,-87.5347
3379,120305,Marituba,Brazil,-1.364854,-48.336659
3380,120245,Santa Clara,USA,37.3646,-121.9679
3381,120217,Severodonetsk,Ukraine,48.933333,38.5
3382,120204,Monza,Italy,45.5845,9.274449
3383,120196,Mojokerto,Indonesia,-7.468136,112.437064
3384,120124,Bragança,Brazil,-1.05044,-46.768235
3385,120114,Jeongeup,Republic of Korea,35.569886,126.855895
3386,120099,Abilene,USA,32.4545,-99.7381
3387,120055,Dschang,Cameroon,5.45,10.06
3388,120004,Guelma,Algeria,36.45,7.433333
3389,120000,Malakal,Sudan,9.52,31.65
3390,119980,Athens,USA,33.9496,-83.3701
3391,119962,Codó,Brazil,-4.492487,-43.893732
3392,119915,Dharan,Nepal,26.816667,87.266667
3393,119898,Bolu,Turkey,40.739479,31.611561
3394,119808,Fürth,Germany,49.4772631,10.9896165
3395,119768,Kōnosu,Japan,36.069247,139.514045
3396,119744,Yala,Thailand,6.541147,101.280395
3397,119725,Lysychansk,Ukraine,48.916667,38.4
3398,119719,Brusque,Brazil,-27.016151,-48.833543
3399,119644,Ribeirão Pires,Brazil,-23.70815,-46.418255
3400,119598,Ahmadpur East,Pakistan,29.15,71.266667
3401,119418,Cork,Ireland,51.896892,-8.486316
3402,119397,Rehovot,Israel,31.892773,34.811272
3403,119371,Berdyansk,Ukraine,46.753612,36.805732
3404,119358,Fao,Iraq,29.988505,48.446858
3405,119252,Danao,Philippines,10.54175,123.952703
3406,119230,Menemen,Turkey,38.607201,27.06741
3407,119218,Ulm,Germany,48.398312,9.9910464
3408,119203,Offenbach am Main,Germany,50.0887662,8.7662861
3409,119071,Maribor,Slovenia,46.55465,15.645881
3410,119056,Santa Coloma de Gramenet,Spain,41.444588,2.210322
3411,118998,Bau-Bau,Indonesia,-5.416996,122.695547
3412,118946,Latina,Italy,41.467567,12.903597
3413,118945,Mopti,Mali,"14,492","-4,192"
3414,118864,Sertãozinho,Brazil,-21.13967,-47.973277
3415,118853,Catanduva,Brazil,-21.12714,-48.986823
3416,118837,Vallejo,USA,38.1079,-122.2639
3417,118832,Ashqelon,Israel,31.668789,34.574252
3418,118820,Dordrecht,Netherlands,51.813298,4.690093
3419,118801,Kokubunji,Japan,35.700256,139.480257
3420,118748,Mataró,Spain,41.538112,2.444741
3421,118707,Zielona Góra,Poland,51.935621,15.506186
3422,118660,Kakegawa,Japan,34.772975,138.012661
3423,118652,Kajang dan Sungai Chua,Malaysia,2.91795,101.771278
3424,118618,Mit Ghamr,Egypt,30.71216,31.279849
3425,118614,Miramar,Mexico,24.26694,-98.836275
3426,118591,Toda,Japan,35.817604,139.677977
3427,118577,Allentown,USA,40.594,-75.4782
3428,118521,Barretos,Brazil,-20.551079,-48.575434
3429,118496,Chikkamagaluru,India,13.315258,75.775402
3430,118468,Iguala,Mexico,18.340084,-99.546835
3431,118423,La Concepción,Venezuela,10.639942,-71.833414
3432,118378,Guaratinguetá,Brazil,-22.817973,-45.19285
3433,118323,Paulo Afonso,Brazil,-9.392537,-38.196988
3434,118312,Valinhos,Brazil,-22.969647,-47.004018
3435,118295,Tarnów,Poland,50.012101,20.985841
3436,118289,Gudivada,India,16.43,80.99
3437,118281,Habikino,Japan,34.554557,135.584739
3438,118267,Zipaquirá,Colombia,5.02554,-73.98846
3439,118227,Magelang,Indonesia,-7.46398,110.222427
3440,118202,Baleshwar Town,India,21.494977,86.942658
3441,118197,Norman,USA,35.2406,-97.3453
3442,118195,Mancherial,India,18.867874,79.46394
3443,118163,Hovsgol,Mongolia,50.220448,100.321377
3444,118122,Heilbronn,Germany,49.1422908,9.2186549
3445,118071,Delicias,Mexico,28.192974,-105.471086
3446,118070,Leiden,Netherlands,52.160114,4.49701
3447,118056,Guarapari,Brazil,-20.550391,-40.398954
3448,118000,Azare,Nigeria,"11,672","10,194"
3449,118000,Ekpoma,Nigeria,"6,737","6,140"
3450,117949,Nevinnomyssk,Russia,44.633333,41.933333
3451,117927,Handa,Japan,34.891431,136.913071
3452,117916,Innsbruck,Austria,47.269212,11.404102
3453,117908,Gingoog,Philippines,8.82299,125.097636
3454,117796,Beaumont,USA,30.0843,-94.1458
3455,117787,Kingston,Canada,44.231172,-76.485954
3456,117754,Pforzheim,Germany,48.8908846,8.7029532
3457,117665,Magway,Myanmar,"20,14","94,92"
3458,117632,Turgutlu,Turkey,38.504238,27.70442
3459,117600,Tauranga,New Zealand,-37.687797,176.16513
